id,price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,host_response_rate,host_since,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
12289125,486.75,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",6,2,Real Bed,strict,TRUE,LA,t,80%,02-02-2014 0:00,Westlake,31,95,90057,2,4
19875244,630.99,Condominium,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,2,Real Bed,flexible,TRUE,Chicago,t,100%,27-09-2010 0:00,Lakeview,0,,60657,2,2
392794,270.81,House,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,FALSE,LA,t,99%,27-03-2016 0:00,Westlake,35,85,90006,1,10
992786,474.49,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,NYC,t,67%,04-02-2012 0:00,Harlem,21,96,10035,1,1
13650177,438.2,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,1,Real Bed,strict,TRUE,NYC,t,100%,04-07-2015 0:00,Harlem,2,100,10030,1,1
5792141,486.75,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",Hangers,""Hair dryer"",Iron}",4,1,Real Bed,strict,TRUE,NYC,t,80%,03-12-2010 0:00,Harlem,85,90,10027,1,2
6390069,570.38,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Laptop friendly workspace""}",4,1,Real Bed,moderate,TRUE,NYC,t,,17-01-2011 0:00,Harlem,0,,10027,2,3
8579757,501.06,Condominium,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",5,1,Real Bed,moderate,FALSE,NYC,f,93%,05-01-2017 0:00,Harlem,2,90,10039,2,3
14115855,448.86,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",2,1,Real Bed,moderate,FALSE,NYC,f,100%,10-08-2013 0:00,Harlem,8,100,10031,1,1
685364,478.75,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Heating}",3,1,Real Bed,moderate,FALSE,NYC,t,100%,12-05-2012 0:00,Harlem,7,100,10035,1,1
20031027,409.43,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private living room""}",2,1,Real Bed,flexible,TRUE,NYC,f,100%,16-12-2014 0:00,Harlem,4,100,10030,1,1
2399406,389.18,Apartment,Private room,"{""Wireless Internet"",Kitchen,""Pets allowed"",Breakfast,Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,FALSE,NYC,f,100%,28-02-2016 0:00,Harlem,12,92,10030,1,1
15991936,551.75,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private living room"",""High chair"",""Children??s books and toys"",""Window guards"",Crib,""Pack ??n Play/travel crib"",""Children??s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance""}",4,1,Real Bed,moderate,TRUE,NYC,t,100%,20-09-2013 0:00,Harlem,19,99,10027,2,2
17497415,404.31,Apartment,Shared room,"{""Wireless Internet"",Kitchen,Elevator,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,TRUE,NYC,t,22%,08-10-2016 0:00,Harlem,6,84,10027,1,1
5321538,674.52,Townhouse,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",8,1,Real Bed,flexible,TRUE,NYC,f,100%,13-09-2013 0:00,Harlem,0,,10027,0,1
6228461,409.43,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,1,Real Bed,flexible,TRUE,NYC,t,100%,19-03-2013 0:00,Harlem,7,97,10030,1,1
12954602,465.4,Loft,Entire home/apt,"{Internet,""Wireless Internet"",""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",3,1,Real Bed,moderate,TRUE,LA,f,100%,14-11-2015 0:00,Westside,43,97,90064,0,2
15409556,355.53,House,Private room,"{""Family/kid friendly"",""Smoke detector""}",2,1,Real Bed,strict,TRUE,LA,t,100%,14-12-2015 0:00,Hawthorne,5,92,90250,1,1
14057888,494.16,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,flexible,TRUE,NYC,t,100%,20-05-2013 0:00,Harlem,16,91,10037,1,1
21005590,444.27,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",3,1,Real Bed,flexible,FALSE,NYC,t,,20-03-2016 0:00,Harlem,0,,10039,2,1
4698479,510.59,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,NYC,t,,10-12-2015 0:00,Harlem,5,100,10026,1,1
6661783,448.86,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Other}",2,2,Real Bed,flexible,TRUE,NYC,t,100%,26-04-2014 0:00,Harlem,28,91,10027,1,1
2243670,519.3,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",3,1,Real Bed,strict,TRUE,NYC,t,90%,05-03-2013 0:00,Harlem,15,97,10027,2,2
5059214,431.75,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private living room""}",1,3,Real Bed,strict,FALSE,NYC,f,,14-03-2014 0:00,Harlem,0,,10030,2,1
16354537,478.75,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens""}",2,1,Real Bed,strict,FALSE,NYC,t,100%,21-12-2013 0:00,Harlem,14,99,10027,1,1
20556938,438.2,Apartment,Private room,"{TV,Washer,""Cable TV"",Dryer,Internet,""Smoke detector"",""Wireless Internet"",""Carbon monoxide detector"",""Air conditioning"",Kitchen,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Doorman,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",Elevator,""Private living room"",Heating}",2,1,Real Bed,strict,FALSE,NYC,f,100%,12-04-2016 0:00,Harlem,41,94,10029,1,1
10165064,431.75,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,flexible,FALSE,NYC,t,,02-11-2016 0:00,Harlem,1,100,10039,2,3
7359527,434.38,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",2,1,Real Bed,flexible,FALSE,NYC,f,,08-04-2015 0:00,Harlem,1,100,10030,0,1
4902799,621.26,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",4,2,Real Bed,strict,TRUE,NYC,t,,23-12-2011 0:00,Harlem,0,,10026,2,2
20976767,431.75,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Pull-out Sofa,moderate,TRUE,NYC,t,100%,19-03-2013 0:00,Harlem,30,94,10026,1,1
10869168,552.15,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Dryer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron}",7,1,Real Bed,strict,TRUE,NYC,f,90%,01-01-2013 0:00,Harlem,29,88,10027,3,4
7591555,424.85,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,flexible,TRUE,NYC,f,38%,02-06-2013 0:00,Harlem,7,95,10039,1,1
15454112,459.51,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",2,1,Real Bed,moderate,TRUE,NYC,t,100%,30-06-2014 0:00,Harlem,73,94,10030,1,1
16662334,400.73,House,Private room,"{""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,TRUE,LA,t,100%,20-09-2014 0:00,Gardena,6,97,90249,1,1
19118005,552.15,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating}",2,1,Real Bed,strict,FALSE,NYC,t,0%,12-11-2009 0:00,Alphabet City,11,93,10009,1,2
11972209,548.06,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Baby bath"",""High chair"",""Children??s books and toys"",""Pack ??n Play/travel crib"",""Children??s dinnerware""}",7,1,Real Bed,strict,TRUE,NYC,t,100%,29-01-2014 0:00,East Harlem,140,94,10029,3,3
8284881,621.46,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",8,3,Real Bed,strict,TRUE,LA,f,100%,01-11-2016 0:00,Pacific Palisades,1,,90272,4,6
14276565,486.75,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,strict,TRUE,NYC,t,87%,22-01-2014 0:00,Harlem,0,,10027,2,2
10923708,340.12,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",1,1,Real Bed,strict,FALSE,NYC,t,100%,30-06-2014 0:00,Harlem,166,91,10031,1,1
1998513,438.2,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Shampoo,""Self Check-In"",Lockbox}",2,1,Real Bed,strict,TRUE,NYC,t,80%,21-12-2013 0:00,Harlem,11,87,10027,0,1
18211034,449.98,Apartment,Private room,"{""Wireless Internet"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,FALSE,NYC,f,,07-01-2016 0:00,Harlem,0,,10030,1,1
13041230,431.75,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,flexible,TRUE,NYC,t,,21-12-2013 0:00,Harlem,31,87,10027,1,1
8256789,552.15,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron}",4,2,Real Bed,moderate,TRUE,NYC,t,100%,02-10-2015 0:00,Harlem,0,,10027,2,2
7347593,504.34,House,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Hot water"",""Private bathroom"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Wide doorway"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Fixed grab bars for shower & toilet"",""Accessible-height toilet"",""Wide clearance to shower & toilet"",""Step-free access"",""Wide entryway""}",4,1,Real Bed,strict,FALSE,NYC,t,100%,11-12-2013 0:00,Harlem,14,89,10037,1,2
17009057,552.15,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",4,2,Real Bed,moderate,TRUE,SF,t,80%,23-02-2014 0:00,Bernal Heights,25,98,94110,2,2
18333003,570.04,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Private living room""}",4,2,Real Bed,flexible,FALSE,Chicago,f,80%,30-06-2015 0:00,Loop,0,,60606,2,2
16274069,482.83,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials}",4,1,Real Bed,moderate,TRUE,NYC,f,100%,11-02-2014 0:00,Bedford-Stuyvesant,13,92,11216,2,3
20049857,474.49,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,LA,f,,07-10-2017 0:00,West Hollywood,0,,90046,1,1
18157879,570.38,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",7,2,Real Bed,strict,TRUE,Chicago,t,,20-01-2016 0:00,Lincoln Park,9,98,60614,3,3
17666136,538.91,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}",4,1,Real Bed,moderate,TRUE,NYC,f,,17-11-2014 0:00,East Village,1,100,10003,2,3
2135314,519.3,Loft,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",2,1,Real Bed,strict,FALSE,NYC,f,,09-07-2015 0:00,East Village,3,87,10003,1,1
5321584,717.01,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",8,2,Real Bed,strict,TRUE,SF,t,,20-09-2014 0:00,Hayes Valley,4,100,94102,4,5
13121821,501.06,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,1,Real Bed,flexible,FALSE,NYC,f,,20-09-2014 0:00,Park Slope,0,,11215,1,1
12282255,449.98,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Shampoo}",3,1,Real Bed,strict,FALSE,NYC,t,100%,23-04-2015 0:00,Harlem,23,94,10030,0,1
6630775,504.34,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Smart lock""}",4,1,Real Bed,moderate,TRUE,NYC,t,100%,30-06-2014 0:00,Harlem,40,97,10030,1,4
9479348,598.9,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",7,2,Real Bed,strict,FALSE,NYC,f,100%,03-07-2017 0:00,Hell's Kitchen,1,60,10036,3,4
3710477,674.52,House,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",14,2,Real Bed,moderate,TRUE,NYC,f,100%,07-10-2017 0:00,Astoria,0,,11103,6,8
13978228,578.38,House,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace""}",4,3,Real Bed,flexible,FALSE,LA,t,100%,05-08-2015 0:00,Mount Washington,0,,90065,2,2
16028615,487.52,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,2,Real Bed,moderate,TRUE,Chicago,t,100%,02-09-2016 0:00,Loop,1,100,60605,2,2
15027031,548.06,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,strict,TRUE,NYC,t,100%,20-09-2014 0:00,Alphabet City,12,98,10009,1,2
19245819,424.85,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Washer,Dryer,""Smoke detector"",""Fire extinguisher""}",1,1,Real Bed,moderate,FALSE,SF,t,,16-03-2010 0:00,Mission District,12,90,94110,1,1
10770929,561.68,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",8,2,Real Bed,strict,TRUE,NYC,t,100%,30-06-2014 0:00,Harlem,28,92,10026,2,5
