user_id,occurred_at,experiment,experiment_group,location,device
6124,03-06-2014 9:07,publisher_update,control_group,Poland,samsung galaxy s4
6129,17-06-2014 9:31,publisher_update,test_group,Denmark,macbook air
6138,06-06-2014 17:03,publisher_update,control_group,South Africa,iphone 5
6151,25-06-2014 9:31,publisher_update,control_group,United States,lenovo thinkpad
6175,19-06-2014 9:31,publisher_update,control_group,Iran,iphone 5s
6185,26-06-2014 9:31,publisher_update,test_group,Germany,nexus 5
6207,02-06-2014 18:12,publisher_update,test_group,Venezuela,lenovo thinkpad
6210,19-06-2014 9:31,publisher_update,control_group,Mexico,macbook pro
6215,10-06-2014 7:53,publisher_update,test_group,Italy,macbook pro
6217,06-06-2014 9:31,publisher_update,control_group,France,macbook pro
6220,01-06-2014 13:19,publisher_update,test_group,United States,htc one
6222,06-06-2014 16:40,publisher_update,test_group,United States,iphone 5s
6237,06-06-2014 14:43,publisher_update,control_group,Indonesia,lenovo thinkpad
6241,06-06-2014 9:31,publisher_update,test_group,Brazil,iphone 5
6246,13-06-2014 9:31,publisher_update,control_group,India,acer aspire desktop
6253,23-06-2014 9:31,publisher_update,control_group,United States,nokia lumia 635
6261,04-06-2014 8:39,publisher_update,control_group,India,iphone 5
6276,22-06-2014 0:31,publisher_update,test_group,United States,macbook pro
6292,23-06-2014 9:31,publisher_update,control_group,Malaysia,samsung galaxy note
6300,30-06-2014 9:31,publisher_update,control_group,Brazil,kindle fire
6307,10-06-2014 9:31,publisher_update,control_group,United Kingdom,macbook pro
6308,10-06-2014 9:31,publisher_update,control_group,United States,nexus 7
6312,17-06-2014 9:31,publisher_update,test_group,United States,hp pavilion desktop
6320,03-06-2014 9:31,publisher_update,control_group,United States,amazon fire phone
6322,10-06-2014 9:31,publisher_update,control_group,Canada,iphone 5
6330,24-06-2014 9:31,publisher_update,control_group,United States,nexus 10
6346,18-06-2014 9:31,publisher_update,control_group,United States,acer aspire desktop
6356,06-06-2014 18:17,publisher_update,control_group,Saudi Arabia,iphone 5
6360,04-06-2014 9:31,publisher_update,control_group,Russia,lenovo thinkpad
6367,08-06-2014 17:30,publisher_update,control_group,Russia,ipad air
6376,01-06-2014 15:24,publisher_update,control_group,United States,lenovo thinkpad
6384,12-06-2014 9:31,publisher_update,control_group,Germany,lenovo thinkpad
6385,12-06-2014 9:31,publisher_update,test_group,Austria,iphone 5
6394,12-06-2014 9:31,publisher_update,test_group,United Arab Emirates,windows surface
6396,26-06-2014 9:31,publisher_update,control_group,Russia,nexus 5
6399,12-06-2014 9:31,publisher_update,control_group,Taiwan,macbook air
6420,06-06-2014 15:36,publisher_update,control_group,Germany,nexus 10
6424,07-06-2014 9:47,publisher_update,test_group,Japan,samsung galaxy s4
6434,13-06-2014 9:31,publisher_update,test_group,Russia,nexus 5
6445,06-06-2014 9:31,publisher_update,test_group,Sweden,iphone 5s
6455,02-06-2014 9:31,publisher_update,test_group,Italy,lenovo thinkpad
6463,16-06-2014 9:31,publisher_update,control_group,United States,acer aspire notebook
6467,16-06-2014 9:31,publisher_update,control_group,United States,iphone 4s
6469,03-06-2014 13:07,publisher_update,test_group,Ireland,acer aspire desktop
6475,02-06-2014 9:31,publisher_update,test_group,Russia,dell inspiron notebook
6477,06-06-2014 10:18,publisher_update,test_group,Italy,macbook pro
6494,09-06-2014 9:31,publisher_update,control_group,Germany,lenovo thinkpad
6499,18-06-2014 13:10,publisher_update,control_group,France,acer aspire notebook
6503,02-06-2014 9:31,publisher_update,control_group,Germany,acer aspire desktop
6515,05-06-2014 17:08,publisher_update,test_group,Germany,hp pavilion desktop
6531,02-06-2014 17:37,publisher_update,control_group,Singapore,iphone 4s
6533,28-06-2014 1:30,publisher_update,control_group,Netherlands,dell inspiron notebook
6540,20-06-2014 6:24,publisher_update,control_group,United Arab Emirates,ipad mini
6543,04-06-2014 9:31,publisher_update,control_group,United States,iphone 5s
6552,25-06-2014 9:31,publisher_update,control_group,United States,macbook pro
6553,02-06-2014 7:43,publisher_update,control_group,Germany,macbook pro
6588,26-06-2014 9:31,publisher_update,control_group,Israel,iphone 4s
6595,18-06-2014 14:02,publisher_update,test_group,United States,macbook air
6598,01-06-2014 18:13,publisher_update,test_group,Switzerland,dell inspiron desktop
6612,02-06-2014 18:35,publisher_update,control_group,United States,ipad mini
6614,03-06-2014 12:04,publisher_update,control_group,United Kingdom,dell inspiron desktop
6622,04-06-2014 16:48,publisher_update,test_group,United States,acer aspire notebook
6640,11-06-2014 18:11,publisher_update,test_group,United States,nokia lumia 635
6643,03-06-2014 16:21,publisher_update,test_group,Italy,dell inspiron notebook
6646,04-06-2014 7:33,publisher_update,test_group,Italy,ipad air
6662,23-06-2014 9:31,publisher_update,control_group,Turkey,hp pavilion desktop
6663,15-06-2014 12:22,publisher_update,test_group,Australia,lenovo thinkpad
6673,02-06-2014 15:45,publisher_update,test_group,United States,ipad air
6675,09-06-2014 9:31,publisher_update,control_group,United Kingdom,mac mini
6684,02-06-2014 9:31,publisher_update,control_group,Saudi Arabia,acer aspire notebook
6688,02-06-2014 9:31,publisher_update,test_group,United Kingdom,iphone 5
6694,04-06-2014 22:25,publisher_update,test_group,France,macbook pro
6714,09-06-2014 9:31,publisher_update,control_group,Switzerland,samsung galaxy s4
6717,05-06-2014 15:09,publisher_update,test_group,United States,lenovo thinkpad
6722,17-06-2014 9:31,publisher_update,test_group,Germany,macbook air
6725,17-06-2014 9:31,publisher_update,control_group,United States,macbook pro
6744,06-06-2014 11:35,publisher_update,test_group,Japan,samsung galaxy s4
6746,10-06-2014 9:31,publisher_update,control_group,United States,nexus 5
6766,03-06-2014 14:27,publisher_update,control_group,United States,nexus 5
6767,18-06-2014 9:31,publisher_update,test_group,United States,nexus 7
6775,11-06-2014 9:31,publisher_update,control_group,United Kingdom,lenovo thinkpad
6781,02-06-2014 5:45,publisher_update,control_group,Australia,ipad air
6785,18-06-2014 9:31,publisher_update,test_group,United States,macbook pro
6792,04-06-2014 9:31,publisher_update,test_group,Canada,acer aspire desktop
6797,19-06-2014 9:31,publisher_update,control_group,Korea,dell inspiron notebook
6801,26-06-2014 9:31,publisher_update,test_group,Australia,lenovo thinkpad
6807,05-06-2014 9:31,publisher_update,control_group,United States,samsung galaxy s4
6810,19-06-2014 9:31,publisher_update,control_group,Pakistan,iphone 5
6814,12-06-2014 9:31,publisher_update,test_group,Australia,iphone 5
6818,12-06-2014 9:31,publisher_update,control_group,United Kingdom,asus chromebook
6820,03-06-2014 6:00,publisher_update,test_group,Canada,samsung galaxy s4
6826,04-06-2014 16:04,publisher_update,test_group,Italy,samsung galaxy s4
6836,04-06-2014 12:44,publisher_update,test_group,United Kingdom,lenovo thinkpad
6842,13-06-2014 9:31,publisher_update,control_group,Canada,nexus 7
6844,10-06-2014 18:14,publisher_update,test_group,Brazil,macbook air
6847,13-06-2014 9:31,publisher_update,test_group,Switzerland,macbook air
6865,03-06-2014 8:57,publisher_update,control_group,Japan,macbook pro
6872,08-06-2014 8:43,publisher_update,control_group,United States,lenovo thinkpad
6875,27-06-2014 9:31,publisher_update,control_group,Indonesia,lenovo thinkpad
6876,06-06-2014 9:31,publisher_update,control_group,United Kingdom,iphone 5
6880,09-06-2014 9:31,publisher_update,control_group,Switzerland,acer aspire desktop
6882,14-06-2014 15:59,publisher_update,control_group,United States,nexus 7
6884,02-06-2014 9:31,publisher_update,test_group,United States,lenovo thinkpad
6886,02-06-2014 9:31,publisher_update,test_group,France,macbook air
6892,02-06-2014 9:31,publisher_update,control_group,Sweden,macbook pro
6894,09-06-2014 9:31,publisher_update,control_group,Japan,samsung galaxy s4
6903,30-06-2014 9:31,publisher_update,test_group,United States,lenovo thinkpad
6909,02-06-2014 19:18,publisher_update,test_group,Turkey,samsung galaxy s4
6911,03-06-2014 13:20,publisher_update,control_group,Russia,iphone 5
6912,02-06-2014 9:31,publisher_update,control_group,Germany,samsung galaxy s4
6913,16-06-2014 9:31,publisher_update,control_group,Chile,macbook pro
6923,09-06-2014 9:31,publisher_update,test_group,United States,samsung galaxy s4
6926,06-06-2014 17:54,publisher_update,test_group,United States,iphone 4s
6930,02-06-2014 9:31,publisher_update,test_group,India,kindle fire
6938,10-06-2014 10:27,publisher_update,test_group,Ireland,nexus 5
6939,16-06-2014 9:31,publisher_update,control_group,United States,samsung galaxy s4
6943,02-06-2014 7:01,publisher_update,control_group,Japan,windows surface
6958,04-06-2014 19:18,publisher_update,control_group,Canada,lenovo thinkpad
6959,10-06-2014 9:31,publisher_update,test_group,United States,macbook pro
6964,16-06-2014 12:58,publisher_update,test_group,Australia,nokia lumia 635
6968,10-06-2014 9:31,publisher_update,test_group,Spain,dell inspiron notebook
6972,10-06-2014 9:31,publisher_update,test_group,United States,iphone 5
6991,09-06-2014 18:24,publisher_update,test_group,United States,iphone 5
6998,03-06-2014 16:15,publisher_update,test_group,Poland,macbook pro
7004,07-06-2014 12:40,publisher_update,test_group,United States,samsung galaxy s4
7005,18-06-2014 9:31,publisher_update,control_group,France,macbook pro
7024,26-06-2014 9:31,publisher_update,test_group,Germany,iphone 4s
7025,26-06-2014 9:31,publisher_update,test_group,United States,macbook pro
7041,12-06-2014 9:31,publisher_update,test_group,United States,nexus 7
7043,26-06-2014 9:31,publisher_update,test_group,Netherlands,nexus 5
7051,04-06-2014 9:33,publisher_update,test_group,Canada,nexus 5
7074,05-06-2014 11:13,publisher_update,test_group,Portugal,ipad air
7077,06-06-2014 13:10,publisher_update,control_group,Greece,acer aspire notebook
7079,06-06-2014 9:30,publisher_update,test_group,Japan,iphone 5s
7083,07-06-2014 10:42,publisher_update,test_group,Italy,hp pavilion desktop
7094,20-06-2014 9:31,publisher_update,test_group,Canada,lenovo thinkpad
7100,13-06-2014 9:31,publisher_update,control_group,Canada,htc one
7107,09-06-2014 9:31,publisher_update,control_group,Italy,ipad air
7111,22-06-2014 15:56,publisher_update,test_group,Korea,macbook air
7118,02-06-2014 9:31,publisher_update,test_group,India,iphone 5
7119,09-06-2014 9:31,publisher_update,control_group,United States,macbook air
7124,30-06-2014 9:31,publisher_update,control_group,Australia,lenovo thinkpad
7141,02-06-2014 17:07,publisher_update,test_group,Brazil,lenovo thinkpad
7143,02-06-2014 9:31,publisher_update,test_group,United States,macbook pro
7144,03-06-2014 15:01,publisher_update,control_group,United States,dell inspiron desktop
7162,16-06-2014 9:31,publisher_update,control_group,Japan,samsung galaxy s4
7166,10-06-2014 9:31,publisher_update,control_group,Japan,macbook air
7195,17-06-2014 9:31,publisher_update,test_group,Saudi Arabia,asus chromebook
7198,10-06-2014 9:31,publisher_update,control_group,Belgium,iphone 5
7200,17-06-2014 9:31,publisher_update,control_group,Japan,windows surface
7207,02-06-2014 15:01,publisher_update,control_group,South Africa,dell inspiron notebook
7216,07-06-2014 17:21,publisher_update,test_group,United States,iphone 5
7223,18-06-2014 9:31,publisher_update,test_group,France,ipad mini
7230,02-06-2014 15:36,publisher_update,test_group,United States,acer aspire notebook
7237,04-06-2014 9:31,publisher_update,control_group,Saudi Arabia,windows surface
7238,25-06-2014 9:31,publisher_update,control_group,United States,lenovo thinkpad
7240,11-06-2014 9:31,publisher_update,control_group,Turkey,iphone 4s
7255,26-06-2014 9:31,publisher_update,control_group,Mexico,macbook pro
7258,05-06-2014 9:31,publisher_update,test_group,Korea,samsung galaxy s4
7261,30-06-2014 11:09,publisher_update,test_group,Australia,macbook air
7272,12-06-2014 9:31,publisher_update,test_group,Taiwan,iphone 5s
7278,19-06-2014 9:31,publisher_update,control_group,Spain,windows surface
7279,26-06-2014 9:31,publisher_update,test_group,Mexico,nexus 7
7303,03-06-2014 14:38,publisher_update,test_group,Spain,macbook pro
7317,06-06-2014 9:31,publisher_update,control_group,Germany,macbook pro
7329,16-06-2014 9:31,publisher_update,control_group,Colombia,hp pavilion desktop
7352,16-06-2014 9:31,publisher_update,control_group,Brazil,dell inspiron desktop
7359,09-06-2014 23:27,publisher_update,test_group,Japan,ipad mini
7369,13-06-2014 11:53,publisher_update,control_group,France,dell inspiron notebook
7376,06-06-2014 12:01,publisher_update,control_group,Malaysia,iphone 5s
7380,13-06-2014 10:16,publisher_update,test_group,United Kingdom,dell inspiron notebook
7390,13-06-2014 16:28,publisher_update,control_group,Taiwan,macbook air
7393,17-06-2014 9:31,publisher_update,test_group,Japan,acer aspire desktop
7408,09-06-2014 19:42,publisher_update,test_group,Ireland,hp pavilion desktop
7409,03-06-2014 8:35,publisher_update,control_group,Finland,macbook air
7410,04-06-2014 12:31,publisher_update,test_group,Germany,macbook air
7411,03-06-2014 9:31,publisher_update,control_group,Japan,samsung galaxy s4
7436,11-06-2014 9:31,publisher_update,test_group,Italy,nexus 10
7447,18-06-2014 9:31,publisher_update,test_group,Australia,lenovo thinkpad
7453,09-06-2014 12:30,publisher_update,test_group,United States,macbook pro
7455,04-06-2014 12:50,publisher_update,control_group,United States,hp pavilion desktop
7456,11-06-2014 9:31,publisher_update,control_group,Japan,samsumg galaxy tablet
7457,05-06-2014 15:10,publisher_update,control_group,United States,nexus 5
7467,07-06-2014 8:01,publisher_update,test_group,Germany,samsung galaxy s4
7471,14-06-2014 20:28,publisher_update,control_group,Russia,macbook pro
7475,12-06-2014 9:31,publisher_update,test_group,United States,samsung galaxy s4
7484,19-06-2014 9:31,publisher_update,control_group,Venezuela,macbook pro
7485,02-06-2014 13:01,publisher_update,control_group,Spain,dell inspiron desktop
7491,11-06-2014 13:28,publisher_update,test_group,Spain,dell inspiron notebook
7493,12-06-2014 9:31,publisher_update,control_group,Spain,iphone 5
7497,05-06-2014 9:31,publisher_update,control_group,United States,macbook pro
7500,05-06-2014 3:24,publisher_update,test_group,Germany,dell inspiron notebook
7501,12-06-2014 9:31,publisher_update,control_group,Russia,macbook pro
7503,12-06-2014 9:31,publisher_update,test_group,Germany,macbook pro
7507,11-06-2014 9:08,publisher_update,test_group,United States,acer aspire notebook
7508,19-06-2014 9:31,publisher_update,test_group,United States,hp pavilion desktop
7515,03-06-2014 10:02,publisher_update,test_group,United States,iphone 4s
7524,02-06-2014 19:22,publisher_update,control_group,Canada,iphone 5
7527,20-06-2014 9:31,publisher_update,test_group,United States,nexus 5
7533,04-06-2014 15:03,publisher_update,control_group,United States,iphone 5
7544,03-06-2014 14:58,publisher_update,test_group,Pakistan,dell inspiron notebook
7545,20-06-2014 9:31,publisher_update,test_group,United States,asus chromebook
7549,18-06-2014 18:57,publisher_update,test_group,United States,macbook air
7576,04-06-2014 19:03,publisher_update,control_group,Japan,macbook air
7580,09-06-2014 9:31,publisher_update,test_group,Turkey,htc one
7583,16-06-2014 9:31,publisher_update,control_group,United States,nexus 7
7588,03-06-2014 18:08,publisher_update,test_group,United Kingdom,dell inspiron desktop
7600,16-06-2014 9:31,publisher_update,test_group,Israel,ipad mini
7601,23-06-2014 9:31,publisher_update,control_group,Hong Kong,macbook pro
7611,14-06-2014 15:09,publisher_update,control_group,Sweden,acer aspire desktop
7613,04-06-2014 11:40,publisher_update,control_group,United States,lenovo thinkpad
7633,24-06-2014 9:31,publisher_update,test_group,Japan,nexus 7
7644,05-06-2014 6:20,publisher_update,test_group,United States,macbook pro
7652,10-06-2014 9:31,publisher_update,test_group,United Kingdom,macbook air
7654,04-06-2014 13:45,publisher_update,control_group,Italy,kindle fire
7663,15-06-2014 14:48,publisher_update,control_group,United States,dell inspiron notebook
7681,11-06-2014 9:31,publisher_update,control_group,United States,ipad air
7682,25-06-2014 9:31,publisher_update,control_group,India,ipad air
7684,04-06-2014 9:31,publisher_update,test_group,Thailand,lenovo thinkpad
7690,02-06-2014 11:45,publisher_update,test_group,United States,dell inspiron notebook
7696,18-06-2014 9:31,publisher_update,test_group,Indonesia,iphone 5s
7713,11-06-2014 9:31,publisher_update,test_group,United States,dell inspiron desktop
7723,12-06-2014 9:31,publisher_update,test_group,United Kingdom,dell inspiron notebook
7729,05-06-2014 9:31,publisher_update,control_group,United States,asus chromebook
7731,27-06-2014 16:33,publisher_update,control_group,Colombia,iphone 4s
7736,05-06-2014 9:42,publisher_update,test_group,United States,iphone 5s
7738,04-06-2014 10:07,publisher_update,test_group,Japan,iphone 4s
7741,19-06-2014 9:31,publisher_update,control_group,Italy,macbook pro
7742,26-06-2014 9:31,publisher_update,test_group,Saudi Arabia,lenovo thinkpad
7760,26-06-2014 9:31,publisher_update,control_group,Japan,samsung galaxy note
7767,13-06-2014 9:31,publisher_update,test_group,Turkey,asus chromebook
7774,06-06-2014 9:31,publisher_update,control_group,United States,iphone 5
7791,02-06-2014 9:31,publisher_update,control_group,Brazil,macbook pro
7801,18-06-2014 15:54,publisher_update,control_group,Canada,iphone 5
7805,05-06-2014 9:06,publisher_update,control_group,United States,dell inspiron notebook
7808,24-06-2014 11:46,publisher_update,control_group,Argentina,htc one
7815,02-06-2014 9:31,publisher_update,control_group,Canada,lenovo thinkpad
7819,23-06-2014 9:31,publisher_update,test_group,United States,iphone 5s
7826,04-06-2014 12:23,publisher_update,test_group,Turkey,iphone 5
7827,16-06-2014 9:31,publisher_update,test_group,United States,samsung galaxy s4
7829,29-06-2014 4:48,publisher_update,test_group,Turkey,ipad air
7830,02-06-2014 9:31,publisher_update,test_group,United States,macbook air
7837,09-06-2014 9:31,publisher_update,control_group,Germany,macbook air
7840,16-06-2014 17:57,publisher_update,control_group,United States,iphone 5s
7849,09-06-2014 9:31,publisher_update,test_group,Japan,lenovo thinkpad
7866,23-06-2014 9:31,publisher_update,control_group,United Kingdom,samsung galaxy s4
7868,23-06-2014 9:31,publisher_update,control_group,United Kingdom,dell inspiron notebook
7872,06-06-2014 11:38,publisher_update,test_group,Korea,iphone 5s
7873,05-06-2014 11:04,publisher_update,test_group,United States,samsung galaxy s4
7874,24-06-2014 9:31,publisher_update,test_group,United States,macbook pro
7881,17-06-2014 9:31,publisher_update,test_group,United Kingdom,lenovo thinkpad
7891,03-06-2014 16:51,publisher_update,test_group,United States,dell inspiron notebook
7892,05-06-2014 12:44,publisher_update,test_group,Switzerland,iphone 5
7895,03-06-2014 16:43,publisher_update,test_group,Thailand,lenovo thinkpad
7918,24-06-2014 5:15,publisher_update,control_group,Japan,hp pavilion desktop
7920,18-06-2014 9:31,publisher_update,control_group,Spain,iphone 5
7924,25-06-2014 9:31,publisher_update,test_group,Japan,macbook air
7926,11-06-2014 9:31,publisher_update,control_group,United States,lenovo thinkpad
7931,05-06-2014 17:40,publisher_update,test_group,United States,macbook pro
7938,24-06-2014 18:35,publisher_update,test_group,Japan,macbook pro
7947,04-06-2014 9:31,publisher_update,control_group,Israel,nexus 7
7948,02-06-2014 10:14,publisher_update,control_group,Japan,macbook air
7950,04-06-2014 9:31,publisher_update,control_group,United States,dell inspiron notebook
7954,24-06-2014 18:23,publisher_update,test_group,Spain,lenovo thinkpad
7960,04-06-2014 9:31,publisher_update,test_group,Netherlands,nexus 7
7965,02-06-2014 12:13,publisher_update,control_group,Germany,iphone 5s
7981,01-06-2014 18:53,publisher_update,test_group,Japan,ipad air
7985,01-06-2014 9:29,publisher_update,control_group,Singapore,iphone 5s
7989,20-06-2014 7:05,publisher_update,test_group,United States,nexus 7
8003,05-06-2014 9:31,publisher_update,test_group,United States,samsung galaxy s4
8011,01-06-2014 11:20,publisher_update,test_group,Israel,samsung galaxy s4
8013,26-06-2014 9:31,publisher_update,test_group,Japan,asus chromebook
8015,12-06-2014 9:31,publisher_update,control_group,United States,asus chromebook
8019,12-06-2014 9:31,publisher_update,control_group,Japan,nexus 7
8021,10-06-2014 23:21,publisher_update,test_group,Netherlands,macbook air
8022,13-06-2014 13:59,publisher_update,control_group,Egypt,iphone 5
8023,08-06-2014 15:19,publisher_update,control_group,Germany,macbook pro
8042,04-06-2014 12:12,publisher_update,control_group,Italy,hp pavilion desktop
8050,13-06-2014 9:31,publisher_update,control_group,United States,macbook pro
8076,03-06-2014 8:37,publisher_update,control_group,United States,nexus 10
8089,10-06-2014 18:08,publisher_update,control_group,United States,nokia lumia 635
8094,30-06-2014 9:31,publisher_update,control_group,Venezuela,iphone 4s
8097,02-06-2014 9:31,publisher_update,test_group,Norway,iphone 5
8105,02-06-2014 9:31,publisher_update,test_group,Japan,macbook pro
8109,02-06-2014 9:31,publisher_update,test_group,United States,htc one
8122,08-06-2014 11:29,publisher_update,test_group,United States,samsung galaxy note
8132,01-06-2014 18:10,publisher_update,test_group,France,macbook air
8135,17-06-2014 9:31,publisher_update,test_group,Italy,lenovo thinkpad
8146,10-06-2014 9:31,publisher_update,control_group,Germany,iphone 5
8148,02-06-2014 9:11,publisher_update,test_group,United States,macbook pro
8149,06-06-2014 15:31,publisher_update,control_group,Australia,samsung galaxy s4
8155,17-06-2014 9:31,publisher_update,test_group,Japan,nexus 7
8158,24-06-2014 9:31,publisher_update,control_group,Venezuela,macbook pro
8186,01-06-2014 16:11,publisher_update,control_group,Italy,macbook pro
8203,26-06-2014 9:45,publisher_update,test_group,Hong Kong,macbook air
8207,11-06-2014 9:31,publisher_update,control_group,United States,nexus 7
8210,07-06-2014 15:57,publisher_update,test_group,Chile,dell inspiron notebook
8221,19-06-2014 9:31,publisher_update,control_group,United States,samsung galaxy s4
8223,03-06-2014 9:33,publisher_update,control_group,United States,lenovo thinkpad
8227,19-06-2014 9:31,publisher_update,control_group,Poland,nexus 5
8233,06-06-2014 11:42,publisher_update,control_group,Mexico,lenovo thinkpad
8234,12-06-2014 17:59,publisher_update,control_group,Ireland,samsung galaxy s4
8246,04-06-2014 11:17,publisher_update,test_group,Germany,iphone 5
8247,05-06-2014 9:31,publisher_update,control_group,Australia,macbook pro
8252,05-06-2014 9:31,publisher_update,test_group,Brazil,nokia lumia 635
8254,03-06-2014 14:01,publisher_update,test_group,Canada,macbook pro
8258,26-06-2014 9:31,publisher_update,control_group,United States,lenovo thinkpad
8268,13-06-2014 9:31,publisher_update,test_group,India,lenovo thinkpad
8269,01-06-2014 21:49,publisher_update,control_group,United States,lenovo thinkpad
8272,07-06-2014 0:44,publisher_update,test_group,India,dell inspiron desktop
8285,13-06-2014 9:31,publisher_update,test_group,Japan,macbook pro
8286,13-06-2014 9:31,publisher_update,control_group,Korea,ipad air
8287,22-06-2014 12:29,publisher_update,control_group,United States,samsung galaxy s4
8288,30-06-2014 11:50,publisher_update,control_group,United States,acer aspire notebook
8290,01-06-2014 12:02,publisher_update,control_group,Japan,macbook air
8295,20-06-2014 9:31,publisher_update,control_group,United States,macbook air
8297,02-06-2014 10:33,publisher_update,control_group,Belgium,asus chromebook
8299,11-06-2014 19:08,publisher_update,control_group,Portugal,nokia lumia 635
8301,20-06-2014 9:31,publisher_update,control_group,United States,htc one
8302,06-06-2014 9:31,publisher_update,test_group,United States,samsung galaxy s4
8303,27-06-2014 9:31,publisher_update,control_group,United States,dell inspiron notebook
8316,02-06-2014 9:31,publisher_update,control_group,Saudi Arabia,macbook pro
8318,23-06-2014 9:31,publisher_update,control_group,United States,samsumg galaxy tablet
8319,16-06-2014 9:31,publisher_update,control_group,Taiwan,htc one
8320,23-06-2014 16:43,publisher_update,test_group,India,lenovo thinkpad
8323,16-06-2014 9:31,publisher_update,control_group,United Kingdom,macbook pro
8335,02-06-2014 9:31,publisher_update,control_group,France,macbook pro
8342,30-06-2014 9:31,publisher_update,test_group,Mexico,macbook air
8345,02-06-2014 9:31,publisher_update,control_group,Russia,asus chromebook
8347,15-06-2014 18:55,publisher_update,control_group,Brazil,macbook pro
8355,23-06-2014 9:31,publisher_update,test_group,Indonesia,asus chromebook
8359,16-06-2014 9:31,publisher_update,control_group,Thailand,nexus 5
8366,02-06-2014 9:31,publisher_update,control_group,Nigeria,lenovo thinkpad
8369,16-06-2014 9:31,publisher_update,test_group,United States,dell inspiron notebook
8374,05-06-2014 7:30,publisher_update,control_group,Italy,nexus 7
8390,17-06-2014 9:31,publisher_update,test_group,Netherlands,macbook air
8399,24-06-2014 9:31,publisher_update,test_group,Russia,iphone 5s
8422,10-06-2014 9:31,publisher_update,control_group,France,iphone 5s
8434,04-06-2014 9:31,publisher_update,test_group,United States,dell inspiron notebook
8446,11-06-2014 9:31,publisher_update,control_group,Germany,iphone 5s
8448,04-06-2014 9:31,publisher_update,test_group,Japan,macbook air
8452,04-06-2014 9:31,publisher_update,test_group,United States,nexus 5
8453,11-06-2014 9:31,publisher_update,test_group,Italy,samsung galaxy s4
8459,04-06-2014 9:31,publisher_update,control_group,Mexico,iphone 5
8460,18-06-2014 9:31,publisher_update,control_group,Germany,dell inspiron notebook
8464,05-06-2014 9:31,publisher_update,test_group,Mexico,dell inspiron desktop
8466,01-06-2014 9:05,publisher_update,test_group,Switzerland,ipad mini
8475,05-06-2014 9:31,publisher_update,control_group,United States,lenovo thinkpad
8480,05-06-2014 9:31,publisher_update,test_group,United States,macbook air
8483,27-06-2014 9:31,publisher_update,test_group,United Kingdom,nexus 5
8487,04-06-2014 18:40,publisher_update,test_group,Pakistan,kindle fire
8492,19-06-2014 9:31,publisher_update,control_group,United States,macbook pro
8499,19-06-2014 9:31,publisher_update,test_group,Mexico,lenovo thinkpad
8505,05-06-2014 10:30,publisher_update,control_group,Turkey,iphone 5
8508,04-06-2014 7:27,publisher_update,control_group,United States,samsung galaxy s4
8515,03-06-2014 17:32,publisher_update,test_group,Korea,macbook pro
8521,02-06-2014 15:09,publisher_update,test_group,United Arab Emirates,iphone 5
8522,25-06-2014 10:30,publisher_update,control_group,Saudi Arabia,hp pavilion desktop
8532,02-06-2014 10:15,publisher_update,control_group,Germany,acer aspire notebook
8540,02-06-2014 14:49,publisher_update,test_group,United States,macbook air
8569,15-06-2014 18:55,publisher_update,test_group,United States,lenovo thinkpad
8577,09-06-2014 9:31,publisher_update,control_group,Iran,samsung galaxy s4
8592,04-06-2014 14:39,publisher_update,control_group,Spain,htc one
8593,02-06-2014 9:31,publisher_update,control_group,Switzerland,macbook air
8596,30-06-2014 9:31,publisher_update,control_group,Thailand,samsung galaxy s4
8600,02-06-2014 9:31,publisher_update,control_group,Argentina,lenovo thinkpad
8610,03-06-2014 2:40,publisher_update,test_group,United States,dell inspiron desktop
8641,21-06-2014 22:51,publisher_update,test_group,Germany,samsung galaxy s4
8650,16-06-2014 9:31,publisher_update,control_group,France,samsung galaxy note
8659,17-06-2014 9:52,publisher_update,test_group,United States,macbook air
8675,10-06-2014 9:31,publisher_update,control_group,Italy,samsung galaxy s4
8676,24-06-2014 9:31,publisher_update,control_group,Australia,nexus 5
8680,01-06-2014 23:24,publisher_update,test_group,France,acer aspire notebook
8682,03-06-2014 7:13,publisher_update,test_group,United States,macbook pro
8685,30-06-2014 16:53,publisher_update,test_group,Japan,nexus 5
8690,17-06-2014 9:31,publisher_update,control_group,Ireland,lenovo thinkpad
8697,17-06-2014 9:31,publisher_update,test_group,United Kingdom,macbook air
8704,07-06-2014 7:57,publisher_update,control_group,Philippines,macbook pro
8707,11-06-2014 8:21,publisher_update,control_group,United States,iphone 5s
8708,06-06-2014 18:51,publisher_update,control_group,Australia,macbook pro
8735,30-06-2014 15:50,publisher_update,control_group,Japan,hp pavilion desktop
8740,01-06-2014 10:29,publisher_update,control_group,United States,macbook air
8750,03-06-2014 16:27,publisher_update,test_group,Venezuela,dell inspiron notebook
8755,12-06-2014 9:31,publisher_update,control_group,France,iphone 5
8756,01-06-2014 10:36,publisher_update,control_group,Canada,iphone 5
8779,05-06-2014 9:31,publisher_update,control_group,Japan,lenovo thinkpad
8790,06-06-2014 9:31,publisher_update,control_group,United States,macbook pro
8811,20-06-2014 12:58,publisher_update,control_group,Australia,ipad air
8813,12-06-2014 14:45,publisher_update,control_group,Spain,iphone 5
8825,05-06-2014 13:31,publisher_update,control_group,United Kingdom,nexus 7
8832,03-06-2014 10:58,publisher_update,test_group,United States,dell inspiron notebook
8843,02-06-2014 9:31,publisher_update,test_group,United States,dell inspiron notebook
